,sim_name,SimDay,Date
1087,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,34,8/19/15
1088,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,35,8/20/15
1089,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,36,8/21/15
1090,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,37,8/22/15
1091,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,38,8/23/15
1092,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,39,8/24/15
1093,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,40,8/25/15
1094,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_0,41,8/26/15
1095,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,1,7/17/15
1096,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,2,7/18/15
1097,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,3,7/19/15
1098,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,4,7/20/15
1099,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,5,7/21/15
1100,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,6,7/22/15
1101,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,7,7/23/15
1102,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,8,7/24/15
1103,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,9,7/25/15
1104,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,10,7/26/15
1105,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,11,7/27/15
1106,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,12,7/28/15
1107,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,13,7/29/15
1108,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,14,7/30/15
1109,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,15,7/31/15
1110,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,16,8/1/15
1111,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,17,8/2/15
1112,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,18,8/3/15
1113,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,19,8/4/15
1114,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,20,8/5/15
1115,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,21,8/6/15
1116,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,22,8/7/15
1117,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,23,8/8/15
1118,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,24,8/9/15
1119,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,25,8/10/15
1120,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,26,8/11/15
1121,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,27,8/12/15
1122,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,28,8/13/15
1123,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,29,8/14/15
1124,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,30,8/15/15
1125,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,31,8/16/15
1126,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,32,8/17/15
1127,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,33,8/18/15
1128,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,34,8/19/15
1129,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,35,8/20/15
1130,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,36,8/21/15
1131,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,37,8/22/15
1132,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,38,8/23/15
1133,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,39,8/24/15
1134,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,40,8/25/15
1135,2015_Mid-Summer_Middle Ptarmigan Creek_Coho_Age_1,41,8/26/15
1136,2015_Mid-Summer_Middle Russian River_Coho_Age_0,1,7/16/15
1137,2015_Mid-Summer_Middle Russian River_Coho_Age_0,2,7/17/15
1138,2015_Mid-Summer_Middle Russian River_Coho_Age_0,3,7/18/15
1139,2015_Mid-Summer_Middle Russian River_Coho_Age_0,4,7/19/15
1140,2015_Mid-Summer_Middle Russian River_Coho_Age_0,5,7/20/15
1141,2015_Mid-Summer_Middle Russian River_Coho_Age_0,6,7/21/15
1142,2015_Mid-Summer_Middle Russian River_Coho_Age_0,7,7/22/15
1143,2015_Mid-Summer_Middle Russian River_Coho_Age_0,8,7/23/15
1144,2015_Mid-Summer_Middle Russian River_Coho_Age_0,9,7/24/15
1145,2015_Mid-Summer_Middle Russian River_Coho_Age_0,10,7/25/15
1146,2015_Mid-Summer_Middle Russian River_Coho_Age_0,11,7/26/15
1147,2015_Mid-Summer_Middle Russian River_Coho_Age_0,12,7/27/15
1148,2015_Mid-Summer_Middle Russian River_Coho_Age_0,13,7/28/15
1149,2015_Mid-Summer_Middle Russian River_Coho_Age_0,14,7/29/15
1150,2015_Mid-Summer_Middle Russian River_Coho_Age_0,15,7/30/15
1151,2015_Mid-Summer_Middle Russian River_Coho_Age_0,16,7/31/15
1152,2015_Mid-Summer_Middle Russian River_Coho_Age_0,17,8/1/15
1153,2015_Mid-Summer_Middle Russian River_Coho_Age_0,18,8/2/15
1154,2015_Mid-Summer_Middle Russian River_Coho_Age_0,19,8/3/15
1155,2015_Mid-Summer_Middle Russian River_Coho_Age_0,20,8/4/15
1156,2015_Mid-Summer_Middle Russian River_Coho_Age_0,21,8/5/15
1157,2015_Mid-Summer_Middle Russian River_Coho_Age_0,22,8/6/15
1158,2015_Mid-Summer_Middle Russian River_Coho_Age_0,23,8/7/15
1159,2015_Mid-Summer_Middle Russian River_Coho_Age_0,24,8/8/15
1160,2015_Mid-Summer_Middle Russian River_Coho_Age_0,25,8/9/15
1161,2015_Mid-Summer_Middle Russian River_Coho_Age_0,26,8/10/15
1162,2015_Mid-Summer_Middle Russian River_Coho_Age_0,27,8/11/15
1163,2015_Mid-Summer_Middle Russian River_Coho_Age_0,28,8/12/15
1164,2015_Mid-Summer_Middle Russian River_Coho_Age_1,1,7/16/15
1165,2015_Mid-Summer_Middle Russian River_Coho_Age_1,2,7/17/15
1166,2015_Mid-Summer_Middle Russian River_Coho_Age_1,3,7/18/15
1167,2015_Mid-Summer_Middle Russian River_Coho_Age_1,4,7/19/15
1168,2015_Mid-Summer_Middle Russian River_Coho_Age_1,5,7/20/15
1169,2015_Mid-Summer_Middle Russian River_Coho_Age_1,6,7/21/15
1170,2015_Mid-Summer_Middle Russian River_Coho_Age_1,7,7/22/15
1171,2015_Mid-Summer_Middle Russian River_Coho_Age_1,8,7/23/15
1172,2015_Mid-Summer_Middle Russian River_Coho_Age_1,9,7/24/15
1173,2015_Mid-Summer_Middle Russian River_Coho_Age_1,10,7/25/15
1174,2015_Mid-Summer_Middle Russian River_Coho_Age_1,11,7/26/15
1175,2015_Mid-Summer_Middle Russian River_Coho_Age_1,12,7/27/15
1176,2015_Mid-Summer_Middle Russian River_Coho_Age_1,13,7/28/15
1177,2015_Mid-Summer_Middle Russian River_Coho_Age_1,14,7/29/15
1178,2015_Mid-Summer_Middle Russian River_Coho_Age_1,15,7/30/15
1179,2015_Mid-Summer_Middle Russian River_Coho_Age_1,16,7/31/15
1180,2015_Mid-Summer_Middle Russian River_Coho_Age_1,17,8/1/15
1181,2015_Mid-Summer_Middle Russian River_Coho_Age_1,18,8/2/15
1182,2015_Mid-Summer_Middle Russian River_Coho_Age_1,19,8/3/15
1183,2015_Mid-Summer_Middle Russian River_Coho_Age_1,20,8/4/15
1184,2015_Mid-Summer_Middle Russian River_Coho_Age_1,21,8/5/15
1185,2015_Mid-Summer_Middle Russian River_Coho_Age_1,22,8/6/15
1186,2015_Mid-Summer_Middle Russian River_Coho_Age_1,23,8/7/15
1187,2015_Mid-Summer_Middle Russian River_Coho_Age_1,24,8/8/15
1188,2015_Mid-Summer_Middle Russian River_Coho_Age_1,25,8/9/15
1189,2015_Mid-Summer_Middle Russian River_Coho_Age_1,26,8/10/15
1190,2015_Mid-Summer_Middle Russian River_Coho_Age_1,27,8/11/15
1191,2015_Mid-Summer_Middle Russian River_Coho_Age_1,28,8/12/15
1192,2015_Mid-Summer_Middle Russian River_Coho_Age_2,1,7/16/15
1193,2015_Mid-Summer_Middle Russian River_Coho_Age_2,2,7/17/15
1194,2015_Mid-Summer_Middle Russian River_Coho_Age_2,3,7/18/15
1195,2015_Mid-Summer_Middle Russian River_Coho_Age_2,4,7/19/15
1196,2015_Mid-Summer_Middle Russian River_Coho_Age_2,5,7/20/15
1197,2015_Mid-Summer_Middle Russian River_Coho_Age_2,6,7/21/15
1198,2015_Mid-Summer_Middle Russian River_Coho_Age_2,7,7/22/15
1199,2015_Mid-Summer_Middle Russian River_Coho_Age_2,8,7/23/15
1200,2015_Mid-Summer_Middle Russian River_Coho_Age_2,9,7/24/15
1201,2015_Mid-Summer_Middle Russian River_Coho_Age_2,10,7/25/15
1202,2015_Mid-Summer_Middle Russian River_Coho_Age_2,11,7/26/15
1203,2015_Mid-Summer_Middle Russian River_Coho_Age_2,12,7/27/15
1204,2015_Mid-Summer_Middle Russian River_Coho_Age_2,13,7/28/15
1205,2015_Mid-Summer_Middle Russian River_Coho_Age_2,14,7/29/15
1206,2015_Mid-Summer_Middle Russian River_Coho_Age_2,15,7/30/15
1207,2015_Mid-Summer_Middle Russian River_Coho_Age_2,16,7/31/15
1208,2015_Mid-Summer_Middle Russian River_Coho_Age_2,17,8/1/15
1209,2015_Mid-Summer_Middle Russian River_Coho_Age_2,18,8/2/15
1210,2015_Mid-Summer_Middle Russian River_Coho_Age_2,19,8/3/15
1211,2015_Mid-Summer_Middle Russian River_Coho_Age_2,20,8/4/15
1212,2015_Mid-Summer_Middle Russian River_Coho_Age_2,21,8/5/15
1213,2015_Mid-Summer_Middle Russian River_Coho_Age_2,22,8/6/15
1214,2015_Mid-Summer_Middle Russian River_Coho_Age_2,23,8/7/15
1215,2015_Mid-Summer_Middle Russian River_Coho_Age_2,24,8/8/15
1216,2015_Mid-Summer_Middle Russian River_Coho_Age_2,25,8/9/15
1217,2015_Mid-Summer_Middle Russian River_Coho_Age_2,26,8/10/15
1218,2015_Mid-Summer_Middle Russian River_Coho_Age_2,27,8/11/15
1219,2015_Mid-Summer_Middle Russian River_Coho_Age_2,28,8/12/15
1220,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,1,7/3/15
1221,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,2,7/4/15
1222,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,3,7/5/15
1223,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,4,7/6/15
1224,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,5,7/7/15
1225,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,6,7/8/15
1226,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,7,7/9/15
1227,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,8,7/10/15
1228,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,9,7/11/15
1229,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,10,7/12/15
1230,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,11,7/13/15
1231,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,12,7/14/15
1232,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,13,7/15/15
1233,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,14,7/16/15
1234,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,15,7/17/15
1235,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,16,7/18/15
1236,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,17,7/19/15
1237,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,18,7/20/15
1238,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,19,7/21/15
1239,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,20,7/22/15
1240,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,21,7/23/15
1241,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,22,7/24/15
1242,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,23,7/25/15
1243,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,24,7/26/15
1244,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,25,7/27/15
1245,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,26,7/28/15
1246,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,27,7/29/15
1247,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,28,7/30/15
1248,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,29,7/31/15
1249,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,30,8/1/15
1250,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,31,8/2/15
1251,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,32,8/3/15
1252,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,33,8/4/15
1253,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,34,8/5/15
1254,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,35,8/6/15
1255,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_1,36,8/7/15
1256,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,1,7/3/15
1257,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,2,7/4/15
1258,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,3,7/5/15
1259,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,4,7/6/15
1260,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,5,7/7/15
1261,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,6,7/8/15
1262,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,7,7/9/15
1263,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,8,7/10/15
1264,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,9,7/11/15
1265,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,10,7/12/15
1266,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,11,7/13/15
1267,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,12,7/14/15
1268,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,13,7/15/15
1269,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,14,7/16/15
1270,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,15,7/17/15
1271,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,16,7/18/15
1272,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,17,7/19/15
1273,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,18,7/20/15
1274,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,19,7/21/15
1275,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,20,7/22/15
1276,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,21,7/23/15
1277,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,22,7/24/15
1278,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,23,7/25/15
1279,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,24,7/26/15
1280,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,25,7/27/15
1281,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,26,7/28/15
1282,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,27,7/29/15
1283,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,28,7/30/15
1284,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,29,7/31/15
1285,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,30,8/1/15
1286,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,31,8/2/15
1287,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,32,8/3/15
1288,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,33,8/4/15
1289,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,34,8/5/15
1290,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,35,8/6/15
1291,2015_Mid-Summer_Upper Beaver Creek_Coho_Age_2,36,8/7/15
1292,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,1,7/22/15
1293,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,2,7/23/15
1294,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,3,7/24/15
1295,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,4,7/25/15
1296,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,5,7/26/15
1297,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,6,7/27/15
1298,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,7,7/28/15
1299,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,8,7/29/15
1300,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,9,7/30/15
1301,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,10,7/31/15
1302,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,11,8/1/15
1303,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,12,8/2/15
1304,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,13,8/3/15
1305,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,14,8/4/15
1306,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,15,8/5/15
1307,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,16,8/6/15
1308,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,17,8/7/15
1309,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,18,8/8/15
1310,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,19,8/9/15
1311,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,20,8/10/15
1312,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,21,8/11/15
1313,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,22,8/12/15
1314,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,23,8/13/15
1315,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,24,8/14/15
1316,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,25,8/15/15
1317,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,26,8/16/15
1318,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,27,8/17/15
1319,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,28,8/18/15
1320,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,29,8/19/15
1321,2015_Mid-Summer_Upper Russian River_Chinook_Age_0,30,8/20/15
1322,2015_Mid-Summer_Upper Russian River_Coho_Age_0,1,7/22/15
1323,2015_Mid-Summer_Upper Russian River_Coho_Age_0,2,7/23/15
1324,2015_Mid-Summer_Upper Russian River_Coho_Age_0,3,7/24/15
1325,2015_Mid-Summer_Upper Russian River_Coho_Age_0,4,7/25/15
1326,2015_Mid-Summer_Upper Russian River_Coho_Age_0,5,7/26/15
1327,2015_Mid-Summer_Upper Russian River_Coho_Age_0,6,7/27/15
1328,2015_Mid-Summer_Upper Russian River_Coho_Age_0,7,7/28/15
1329,2015_Mid-Summer_Upper Russian River_Coho_Age_0,8,7/29/15
1330,2015_Mid-Summer_Upper Russian River_Coho_Age_0,9,7/30/15
1331,2015_Mid-Summer_Upper Russian River_Coho_Age_0,10,7/31/15
1332,2015_Mid-Summer_Upper Russian River_Coho_Age_0,11,8/1/15
1333,2015_Mid-Summer_Upper Russian River_Coho_Age_0,12,8/2/15
1334,2015_Mid-Summer_Upper Russian River_Coho_Age_0,13,8/3/15
1335,2015_Mid-Summer_Upper Russian River_Coho_Age_0,14,8/4/15
1336,2015_Mid-Summer_Upper Russian River_Coho_Age_0,15,8/5/15
1337,2015_Mid-Summer_Upper Russian River_Coho_Age_0,16,8/6/15
1338,2015_Mid-Summer_Upper Russian River_Coho_Age_0,17,8/7/15
1339,2015_Mid-Summer_Upper Russian River_Coho_Age_0,18,8/8/15
1340,2015_Mid-Summer_Upper Russian River_Coho_Age_0,19,8/9/15
1341,2015_Mid-Summer_Upper Russian River_Coho_Age_0,20,8/10/15
1342,2015_Mid-Summer_Upper Russian River_Coho_Age_0,21,8/11/15
1343,2015_Mid-Summer_Upper Russian River_Coho_Age_0,22,8/12/15
1344,2015_Mid-Summer_Upper Russian River_Coho_Age_0,23,8/13/15
1345,2015_Mid-Summer_Upper Russian River_Coho_Age_0,24,8/14/15
1346,2015_Mid-Summer_Upper Russian River_Coho_Age_0,25,8/15/15
1347,2015_Mid-Summer_Upper Russian River_Coho_Age_0,26,8/16/15
1348,2015_Mid-Summer_Upper Russian River_Coho_Age_0,27,8/17/15
1349,2015_Mid-Summer_Upper Russian River_Coho_Age_0,28,8/18/15
1350,2015_Mid-Summer_Upper Russian River_Coho_Age_0,29,8/19/15
1351,2015_Mid-Summer_Upper Russian River_Coho_Age_0,30,8/20/15
1352,2015_Mid-Summer_Upper Russian River_Coho_Age_1,1,7/22/15
1353,2015_Mid-Summer_Upper Russian River_Coho_Age_1,2,7/23/15
1354,2015_Mid-Summer_Upper Russian River_Coho_Age_1,3,7/24/15
1355,2015_Mid-Summer_Upper Russian River_Coho_Age_1,4,7/25/15
1356,2015_Mid-Summer_Upper Russian River_Coho_Age_1,5,7/26/15
1357,2015_Mid-Summer_Upper Russian River_Coho_Age_1,6,7/27/15
1358,2015_Mid-Summer_Upper Russian River_Coho_Age_1,7,7/28/15
1359,2015_Mid-Summer_Upper Russian River_Coho_Age_1,8,7/29/15
1360,2015_Mid-Summer_Upper Russian River_Coho_Age_1,9,7/30/15
1361,2015_Mid-Summer_Upper Russian River_Coho_Age_1,10,7/31/15
1362,2015_Mid-Summer_Upper Russian River_Coho_Age_1,11,8/1/15
1363,2015_Mid-Summer_Upper Russian River_Coho_Age_1,12,8/2/15
1364,2015_Mid-Summer_Upper Russian River_Coho_Age_1,13,8/3/15
1365,2015_Mid-Summer_Upper Russian River_Coho_Age_1,14,8/4/15
1366,2015_Mid-Summer_Upper Russian River_Coho_Age_1,15,8/5/15
1367,2015_Mid-Summer_Upper Russian River_Coho_Age_1,16,8/6/15
1368,2015_Mid-Summer_Upper Russian River_Coho_Age_1,17,8/7/15
1369,2015_Mid-Summer_Upper Russian River_Coho_Age_1,18,8/8/15
1370,2015_Mid-Summer_Upper Russian River_Coho_Age_1,19,8/9/15
1371,2015_Mid-Summer_Upper Russian River_Coho_Age_1,20,8/10/15
1372,2015_Mid-Summer_Upper Russian River_Coho_Age_1,21,8/11/15
1373,2015_Mid-Summer_Upper Russian River_Coho_Age_1,22,8/12/15
1374,2015_Mid-Summer_Upper Russian River_Coho_Age_1,23,8/13/15
1375,2015_Mid-Summer_Upper Russian River_Coho_Age_1,24,8/14/15
1376,2015_Mid-Summer_Upper Russian River_Coho_Age_1,25,8/15/15
1377,2015_Mid-Summer_Upper Russian River_Coho_Age_1,26,8/16/15
1378,2015_Mid-Summer_Upper Russian River_Coho_Age_1,27,8/17/15
1379,2015_Mid-Summer_Upper Russian River_Coho_Age_1,28,8/18/15
1380,2015_Mid-Summer_Upper Russian River_Coho_Age_1,29,8/19/15
1381,2015_Mid-Summer_Upper Russian River_Coho_Age_1,30,8/20/15
1382,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,1,5/25/16
1383,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,2,5/26/16
1384,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,3,5/27/16
1385,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,4,5/28/16
1386,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,5,5/29/16
1387,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,6,5/30/16
1388,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,7,5/31/16
1389,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,8,6/1/16
1390,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,9,6/2/16
1391,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,10,6/3/16
1392,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,11,6/4/16
1393,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,12,6/5/16
1394,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,13,6/6/16
1395,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,14,6/7/16
1396,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,15,6/8/16
1397,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,16,6/9/16
1398,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,17,6/10/16
1399,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,18,6/11/16
1400,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,19,6/12/16
1401,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,20,6/13/16
1402,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,21,6/14/16
1403,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,22,6/15/16
1404,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,23,6/16/16
1405,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,24,6/17/16
1406,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,25,6/18/16
1407,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,26,6/19/16
1408,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,27,6/20/16
1409,2016_Early Summer_Lower Beaver Creek_Coho_Age_1,28,6/21/16
1410,2016_Early Summer_Lower Kenai River_Chinook_Age_1,1,5/31/16
1411,2016_Early Summer_Lower Kenai River_Chinook_Age_1,2,6/1/16
1412,2016_Early Summer_Lower Kenai River_Chinook_Age_1,3,6/2/16
1413,2016_Early Summer_Lower Kenai River_Chinook_Age_1,4,6/3/16
1414,2016_Early Summer_Lower Kenai River_Chinook_Age_1,5,6/4/16
1415,2016_Early Summer_Lower Kenai River_Chinook_Age_1,6,6/5/16
1416,2016_Early Summer_Lower Kenai River_Chinook_Age_1,7,6/6/16
1417,2016_Early Summer_Lower Kenai River_Chinook_Age_1,8,6/7/16
1418,2016_Early Summer_Lower Kenai River_Chinook_Age_1,9,6/8/16
1419,2016_Early Summer_Lower Kenai River_Chinook_Age_1,10,6/9/16
1420,2016_Early Summer_Lower Kenai River_Chinook_Age_1,11,6/10/16
1421,2016_Early Summer_Lower Kenai River_Chinook_Age_1,12,6/11/16
1422,2016_Early Summer_Lower Kenai River_Chinook_Age_1,13,6/12/16
1423,2016_Early Summer_Lower Kenai River_Chinook_Age_1,14,6/13/16
1424,2016_Early Summer_Lower Kenai River_Chinook_Age_1,15,6/14/16
1425,2016_Early Summer_Lower Kenai River_Chinook_Age_1,16,6/15/16
1426,2016_Early Summer_Lower Kenai River_Chinook_Age_1,17,6/16/16
1427,2016_Early Summer_Lower Kenai River_Chinook_Age_1,18,6/17/16
1428,2016_Early Summer_Lower Kenai River_Chinook_Age_1,19,6/18/16
1429,2016_Early Summer_Lower Kenai River_Chinook_Age_1,20,6/19/16
1430,2016_Early Summer_Lower Kenai River_Chinook_Age_1,21,6/20/16
